market,symbol,evict_date,rsi_at_evict,drift_at_evict,outcome,days,exit_ret_pct
IN,RADICO,2017-08-08,,0.0,PEAD_Q5,63,43.91
IN,JPINFRATEC,2017-08-08,,0.0,PEAD_Q5,63,-39.42
IN,BANCOINDIA,2017-08-09,,0.0,PEAD_Q5,63,-1.08
IN,JKPAPER,2017-08-09,,0.0,PEAD_Q5,63,34.61
IN,HEXAWARE,2017-08-09,,0.0,PEAD_Q5,63,30.36
IN,MRPL,2017-08-09,,0.0,PEAD_Q5,63,-6.03
IN,BERGEPAINT,2017-08-10,,0.0,PEAD_Q5,63,0.69
IN,EICHERMOT,2017-08-22,,0.0,PEAD_Q5,63,-2.58
IN,INOXWIND,2017-08-22,,0.0,PEAD_Q5,63,8.7
IN,CHENNPETRO,2017-08-22,,0.0,PEAD_Q5,63,2.99
IN,VBL,2017-08-22,,0.0,PEAD_Q5,63,-9.03
IN,HUBTOWN,2017-08-22,,0.0,PEAD_Q5,63,9.69
IN,KOHINOOR,2017-08-22,,0.0,PEAD_Q5,63,5.63
IN,APTECHT,2017-08-22,,0.0,PEAD_Q5,63,29.3
IN,EIHOTEL,2017-08-22,,0.0,PEAD_Q5,63,14.76
IN,MANAPPURAM,2017-08-23,,0.0,PEAD_Q5,63,10.23
IN,JSLHISAR,2017-08-23,,0.0,PEAD_Q5,63,17.66
IN,TTKPRESTIG,2017-08-23,,0.0,PEAD_Q5,63,6.45
IN,SUNTECK,2017-08-23,,0.0,PEAD_Q5,63,49.82
IN,WELCORP,2017-08-23,,0.0,PEAD_Q5,63,4.85
IN,HDIL,2017-08-24,,0.0,PEAD_Q5,63,1.06
IN,SUNFLAG,2017-08-28,,0.0,PEAD_Q5,63,25.48
IN,RKFORGE,2017-08-28,,0.0,PEAD_Q5,63,37.88
IN,UNITECH,2017-08-29,,0.0,PEAD_Q5,63,-14.29
IN,NLCINDIA,2017-09-04,,0.0,PEAD_Q5,63,6.46
IN,THOMASCOOK,2017-09-04,,0.0,PEAD_Q5,63,-0.33
IN,MOIL,2017-09-05,,0.0,PEAD_Q5,63,17.08
IN,RAMKY,2017-09-05,,0.0,PEAD_Q5,63,153.93
IN,SURYAROSNI,2017-09-05,,0.0,PEAD_Q5,63,16.49
IN,DBREALTY,2017-09-05,,0.0,PEAD_Q5,63,-11.66
IN,LEEL,2017-09-05,,0.0,PEAD_Q5,63,22.93
IN,BOMDYEING,2017-09-05,,0.0,PEAD_Q5,63,45.0
IN,UJAAS,2017-09-05,,0.0,PEAD_Q5,63,1.85
IN,TVTODAY,2017-09-05,,0.0,PEAD_Q5,63,45.0
IN,EMKAY,2017-09-05,,0.0,PEAD_Q5,63,-20.42
IN,HFCL,2017-09-05,,0.0,PEAD_Q5,63,28.1
IN,KIRIINDUS,2017-09-05,,0.0,PEAD_Q5,63,34.78
IN,BODALCHEM,2017-09-05,,0.0,PEAD_Q5,63,-9.44
IN,JAMNAAUTO,2017-09-05,,0.0,PEAD_Q5,63,25.53
IN,OIL,2017-09-05,,0.0,PEAD_Q5,63,14.77
IN,OFSS,2017-09-05,,0.0,PEAD_Q5,63,7.01
IN,NMDC,2017-09-05,,0.0,PEAD_Q5,63,-2.11
IN,COALINDIA,2017-09-05,,0.0,PEAD_Q5,63,4.49
IN,CASTEXTECH,2017-09-05,,0.0,PEAD_Q5,63,-14.52
IN,HPL,2017-09-06,,0.0,PEAD_Q5,63,-4.72
IN,INDIAGLYCO,2017-09-06,,0.0,PEAD_Q5,63,87.69
IN,SAREGAMA,2017-09-06,,0.0,PEAD_Q5,63,56.78
IN,GRAVITA,2017-09-07,,0.0,PEAD_Q5,63,17.06
IN,SHANKARA,2017-09-07,,0.0,PEAD_Q5,63,29.96
IN,MUKTAARTS,2017-09-07,,0.0,PEAD_Q5,63,4.17
IN,KRIDHANINF,2017-09-07,,0.0,PEAD_Q5,63,0.96
IN,AJMERA,2017-09-07,,0.0,PEAD_Q5,63,67.04
IN,TNPL,2017-09-11,,0.0,PEAD_Q5,63,19.73
IN,CEREBRAINT,2017-09-22,,0.0,PEAD_Q5,63,-2.5
IN,ORICONENT,2017-09-22,,0.0,PEAD_Q5,63,-4.98
IN,AIFL,2017-09-25,,0.0,PEAD_Q5,63,-5.49
IN,BFUTILITIE,2017-09-27,,0.0,PEAD_Q5,63,21.07
IN,PSPPROJECT,2017-10-05,,0.0,PEAD_Q5,63,46.48
IN,NETWORK18,2017-10-17,,0.0,PEAD_Q5,63,13.47
IN,ATUL,2017-10-19,,0.0,PEAD_Q5,63,22.05
IN,RELIANCE,2017-10-19,,0.0,PEAD_Q5,63,1.08
IN,ULTRACEMCO,2017-10-26,,0.0,PEAD_Q5,63,-4.48
IN,AXISBANK,2017-10-26,,0.0,PEAD_Q5,63,25.53
IN,ENGINERSIN,2017-10-31,,0.0,PEAD_Q5,63,-6.79
IN,PIIND,2017-10-31,,0.0,PEAD_Q5,63,11.45
IN,EMAMILTD,2017-10-31,,0.0,PEAD_Q5,63,-9.19
IN,COROMANDEL,2017-10-31,,0.0,PEAD_Q5,63,2.75
IN,EDELWEISS,2017-11-01,,0.0,PEAD_Q5,63,-0.57
IN,TATAMETALI,2017-11-02,,0.0,PEAD_Q5,63,8.8
IN,TATACOMM,2017-11-02,,0.0,PEAD_Q5,63,-8.46
IN,ALEMBICLTD,2017-11-03,,0.0,PEAD_Q5,63,41.77
IN,ICICIBANK,2017-11-03,,0.0,PEAD_Q5,63,6.08
IN,AUBANK,2017-11-03,,0.0,PEAD_Q5,63,3.95
IN,CHOLAFIN,2017-11-03,,0.0,PEAD_Q5,63,2.67
IN,SYMPHONY,2017-11-03,,0.0,PEAD_Q5,63,13.35
IN,REDINGTON,2017-11-06,,0.0,PEAD_Q5,63,-16.23
IN,DIVISLAB,2017-11-06,,0.0,PEAD_Q5,63,-1.37
IN,ZEEMEDIA,2017-11-07,,0.0,PEAD_Q5,63,-6.05
IN,UJJIVAN,2017-11-07,,0.0,PEAD_Q5,63,-4.64
IN,MAXVIL,2017-11-07,,0.0,PEAD_Q5,63,-7.32
IN,CERA,2017-11-08,,0.0,PEAD_Q5,63,-1.17
IN,HEG,2017-11-08,,0.0,PEAD_Q5,63,40.04
IN,APARINDS,2017-11-08,,0.0,PEAD_Q5,63,-4.34
IN,TANLA,2017-11-08,,0.0,PEAD_Q5,63,-2.03
IN,KITEX,2017-11-09,,0.0,PEAD_Q5,63,-5.66
IN,GULFOILLUB,2017-11-10,,0.0,PEAD_Q5,63,22.21
IN,GSKCONS,2017-11-10,,0.0,PEAD_Q5,63,0.43
IN,INDIANB,2017-11-10,,0.0,PEAD_Q5,63,-16.28
IN,LTTS,2017-11-13,,0.0,PEAD_Q5,63,59.81
IN,RAIN,2017-11-13,,0.0,PEAD_Q5,63,-0.98
IN,PRESTIGE,2017-11-13,,0.0,PEAD_Q5,63,6.45
IN,BALKRISIND,2017-11-14,,0.0,PEAD_Q5,63,13.85
IN,JINDALSTEL,2017-11-15,,0.0,PEAD_Q5,63,64.71
IN,ALKEM,2017-11-15,,0.0,PEAD_Q5,63,6.92
IN,BALAJITELE,2017-11-22,,0.0,PEAD_Q5,63,-1.09
IN,BRFL,2017-11-22,,0.0,PEAD_Q5,63,-62.39
IN,AHLUCONT,2017-11-22,,0.0,PEAD_Q5,63,-0.13
IN,FEL,2017-11-23,,0.0,PEAD_Q5,63,-20.04
IN,GITANJALI,2017-11-23,,0.0,PEAD_Q5,63,-72.86
IN,AVANTIFEED,2017-11-23,,0.0,PEAD_Q5,63,-10.13
IN,BGRENERGY,2017-11-23,,0.0,PEAD_Q5,63,-13.43
IN,PRICOLLTD,2017-11-23,,0.0,PEAD_Q5,63,-13.21
IN,JAICORPLTD,2017-11-23,,0.0,PEAD_Q5,63,0.71
IN,TRENT,2017-11-23,,0.0,PEAD_Q5,63,-9.34
IN,TIMKEN,2017-11-23,,0.0,PEAD_Q5,63,-0.58
IN,SATIN,2017-11-23,,0.0,PEAD_Q5,63,20.18
IN,APOLLOHOSP,2017-11-23,,0.0,PEAD_Q5,63,8.08
IN,ASHOKA,2017-11-23,,0.0,PEAD_Q5,63,-6.0
IN,ACE,2017-11-23,,0.0,PEAD_Q5,63,27.92
IN,SADBHAV,2017-11-23,,0.0,PEAD_Q5,63,11.01
IN,PURVA,2017-11-23,,0.0,PEAD_Q5,63,-1.51
IN,VLSFINANCE,2017-11-23,,0.0,PEAD_Q5,63,-12.1
IN,SUNTV,2017-11-23,,0.0,PEAD_Q5,63,5.62
IN,MOREPENLAB,2017-11-24,,0.0,PEAD_Q5,63,62.11
IN,BEL,2017-11-24,,0.0,PEAD_Q5,63,-15.95
IN,AUTOAXLES,2017-11-24,,0.0,PEAD_Q5,63,16.78
IN,SRF,2017-11-24,,0.0,PEAD_Q5,63,4.23
IN,ROLTA,2017-11-24,,0.0,PEAD_Q5,63,21.04
IN,RENUKA,2017-11-24,,0.0,PEAD_Q5,63,-10.7
IN,PANACEABIO,2017-11-24,,0.0,PEAD_Q5,63,9.75
IN,INDHOTEL,2017-11-24,,0.0,PEAD_Q5,63,10.02
IN,FCONSUMER,2017-11-27,,0.0,PEAD_Q5,63,-3.7
IN,BANCOINDIA,2017-11-27,,0.0,PEAD_Q5,63,-10.87
IN,BAJAJHIND,2017-11-27,,0.0,PEAD_Q5,63,-17.26
IN,ARROWGREEN,2017-11-27,,0.0,PEAD_Q5,63,-23.16
IN,JHS,2017-11-27,,0.0,PEAD_Q5,63,-9.49
IN,GENESYS,2017-11-27,,0.0,PEAD_Q5,63,-20.3
IN,ZENTEC,2017-11-27,,0.0,PEAD_Q5,63,3.56
IN,SIS,2017-11-28,,0.0,PEAD_Q5,63,1.76
IN,VIDEOIND,2017-11-28,,0.0,PEAD_Q5,63,4.27
IN,SKIPPER,2017-11-28,,0.0,PEAD_Q5,63,-14.43
IN,BBL,2017-11-29,,0.0,PEAD_Q5,63,52.97
IN,SETCO,2017-12-06,,0.0,PEAD_Q5,63,10.46
IN,BPL,2017-12-14,,0.0,PEAD_Q5,63,-13.92
IN,NILAINFRA,2017-12-20,,0.0,PEAD_Q5,63,-27.73
IN,EKC,2017-12-20,,0.0,PEAD_Q5,63,-40.35
IN,AXISCADES,2017-12-20,,0.0,PEAD_Q5,63,-33.73
IN,ASHAPURMIN,2017-12-20,,0.0,PEAD_Q5,63,-36.75
IN,JPINFRATEC,2017-12-28,,0.0,PEAD_Q5,63,-59.35
IN,GMBREW,2018-01-09,,0.0,PEAD_Q5,63,-6.47
IN,GOACARBON,2018-01-10,,0.0,PEAD_Q5,63,-19.59
IN,PRAKASH,2018-01-11,,0.0,PEAD_Q5,63,-10.83
IN,HINDOILEXP,2018-01-24,,0.0,PEAD_Q5,63,-9.32
IN,HCLTECH,2018-01-25,,0.0,PEAD_Q5,63,-0.9
IN,KIRLOSBROS,2018-01-31,,0.0,PEAD_Q5,63,-20.39
IN,CROMPTON,2018-02-01,,0.0,PEAD_Q5,63,-1.34
IN,SHAKTIPUMP,2018-02-06,,0.0,PEAD_Q5,63,27.1
IN,TECHM,2018-02-06,,0.0,PEAD_Q5,63,9.85
IN,PENINLAND,2018-02-14,,0.0,PEAD_Q5,63,-35.91
IN,RPGLIFE,2018-02-14,,0.0,PEAD_Q5,63,-22.62
IN,RTNPOWER,2018-02-14,,0.0,PEAD_Q5,63,-28.91
IN,RUSHIL,2018-02-14,,0.0,PEAD_Q5,63,-26.0
IN,VINDHYATEL,2018-02-14,,0.0,PEAD_Q5,63,-7.44
IN,SUBEX,2018-02-14,,0.0,PEAD_Q5,63,-30.96
IN,RAMKY,2018-02-16,,0.0,PEAD_Q5,63,-22.12
IN,PRESTIGE,2018-02-16,,0.0,PEAD_Q5,63,-15.92
IN,GUJALKALI,2018-02-16,,0.0,PEAD_Q5,63,-18.1
IN,IGARASHI,2018-02-20,,0.0,PEAD_Q5,63,-4.08
IN,PGEL,2018-02-23,,0.0,PEAD_Q5,63,-14.07
IN,SUNFLAG,2018-02-26,,0.0,PEAD_Q5,63,-18.27
IN,SUNPHARMA,2018-02-26,,0.0,PEAD_Q5,63,-11.04
IN,TALWALKARS,2018-02-27,,0.0,PEAD_Q5,63,-80.99
IN,GENESYS,2018-02-27,,0.0,PEAD_Q5,63,-13.72
IN,VIKASECO,2018-02-27,,0.0,PEAD_Q5,63,-25.71
IN,MOHITIND,2018-02-28,,0.0,PEAD_Q5,63,-55.66
IN,VADILALIND,2018-02-28,,0.0,PEAD_Q5,63,-15.57
IN,MAXVIL,2018-02-28,,0.0,PEAD_Q5,63,-13.18
IN,MERCATOR,2018-02-28,,0.0,PEAD_Q5,63,-33.33
IN,INFINITE,2018-03-05,,0.0,PEAD_Q5,63,-14.74
IN,INOXWIND,2018-03-05,,0.0,PEAD_Q5,63,-31.7
IN,ISFT,2018-03-05,,0.0,PEAD_Q5,63,-39.23
IN,JKTYRE,2018-03-05,,0.0,PEAD_Q5,63,-22.07
IN,RAIN,2018-03-09,,0.0,PEAD_Q5,63,-41.61
IN,DOLPHINOFF,2018-03-14,,0.0,PEAD_Q5,63,-15.93
IN,CAMLINFINE,2018-03-14,,0.0,PEAD_Q5,63,-14.49
IN,WEBELSOLAR,2018-03-14,,0.0,PEAD_Q5,63,-45.01
IN,BLKASHYAP,2018-03-14,,0.0,PEAD_Q5,63,-0.95
IN,BUTTERFLY,2018-03-14,,0.0,PEAD_Q5,63,-24.18
IN,ABAN,2018-03-15,,0.0,PEAD_Q5,63,-22.34
IN,63MOONS,2018-03-15,,0.0,PEAD_Q5,63,-19.03
IN,BAJAJELEC,2018-03-15,,0.0,PEAD_Q5,63,-12.22
IN,BALAMINES,2018-03-15,,0.0,PEAD_Q5,63,-4.35
IN,AVANTIFEED,2018-03-15,,0.0,PEAD_Q5,63,-22.14
IN,AHLUCONT,2018-03-20,,0.0,PEAD_Q5,63,-10.43
IN,APARINDS,2018-03-20,,0.0,PEAD_Q5,63,-3.78
IN,ESTER,2018-03-20,,0.0,PEAD_Q5,63,-30.22
