symbol,suffix,last_price,Prev_Close,change_pct,darvas_signal,Box_Top,Box_Bottom,Upside_to_Top%,Position_in_Box%,Data_Points,Piotroski_Score,Piotroski_Strong,CoffeeCan,CC_Score,market,yf_symbol,exchange,currency,pegu_score,pegu_grade,sarvas_score,sarvas_signal,data_source,scan_date
SLF,.TO,,,,,,,,,,,,,,CA,SLF.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
TRI,.TO,,,,,,,,,,,,,,CA,TRI.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
ATD,.TO,,,,,,,,,,,,,,CA,ATD.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
CVE,.TO,,,,,,,,,,,,,,CA,CVE.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
MRU,.TO,,,,,,,,,,,,,,CA,MRU.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
WCN,.TO,,,,,,,,,,,,,,CA,WCN.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
AEM,.TO,,,,,,,,,,,,,,CA,AEM.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
SHOP,.TO,,,,,,,,,,,,,,CA,SHOP.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
OTEX,.TO,,,,,,,,,,,,,,CA,OTEX.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
NTR,.TO,,,,,,,,,,,,,,CA,NTR.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
IMO,.TO,,,,,,,,,,,,,,CA,IMO.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
TRP,.TO,,,,,,,,,,,,,,CA,TRP.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
H,.TO,,,,,,,,,,,,,,CA,H.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
CM,.TO,,,,,,,,,,,,,,CA,CM.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
POW,.TO,,,,,,,,,,,,,,CA,POW.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
AQN,.TO,,,,,,,,,,,,,,CA,AQN.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
GWO,.TO,,,,,,,,,,,,,,CA,GWO.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
FFH,.TO,,,,,,,,,,,,,,CA,FFH.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
CNQ,.TO,,,,,,,,,,,,,,CA,CNQ.TO,TSX,CAD,70,A,5,SELL,local,2026-07-03
NESN,.SW,,,,,,,,,,,,,,CH,NESN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
NOVN,.SW,,,,,,,,,,,,,,CH,NOVN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
ROG,.SW,,,,,,,,,,,,,,CH,ROG.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
ABB,.SW,,,,,,,,,,,,,,CH,ABB.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
ZURN,.SW,,,,,,,,,,,,,,CH,ZURN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
UBSG,.SW,,,,,,,,,,,,,,CH,UBSG.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
LONN,.SW,,,,,,,,,,,,,,CH,LONN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
SIKA,.SW,,,,,,,,,,,,,,CH,SIKA.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
LHN,.SW,,,,,,,,,,,,,,CH,LHN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
GIVN,.SW,,,,,,,,,,,,,,CH,GIVN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
SLHN,.SW,,,,,,,,,,,,,,CH,SLHN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
SCMN,.SW,,,,,,,,,,,,,,CH,SCMN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
PGHN,.SW,,,,,,,,,,,,,,CH,PGHN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
CFR,.SW,,,,,,,,,,,,,,CH,CFR.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
CSGN,.SW,,,,,,,,,,,,,,CH,CSGN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
TEMN,.SW,,,,,,,,,,,,,,CH,TEMN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
ALC,.SW,,,,,,,,,,,,,,CH,ALC.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
GEBN,.SW,,,,,,,,,,,,,,CH,GEBN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
ADEN,.SW,,,,,,,,,,,,,,CH,ADEN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
BARN,.SW,,,,,,,,,,,,,,CH,BARN.SW,SIX,CHF,70,A,5,SELL,local,2026-07-03
600519,.SS,,,,,,,,,,,,,,CN,600519.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601318,.SS,,,,,,,,,,,,,,CN,601318.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
600036,.SS,,,,,,,,,,,,,,CN,600036.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
600900,.SS,,,,,,,,,,,,,,CN,600900.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601166,.SS,,,,,,,,,,,,,,CN,601166.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601398,.SS,,,,,,,,,,,,,,CN,601398.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601288,.SS,,,,,,,,,,,,,,CN,601288.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601988,.SS,,,,,,,,,,,,,,CN,601988.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
600028,.SS,,,,,,,,,,,,,,CN,600028.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
600030,.SS,,,,,,,,,,,,,,CN,600030.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601857,.SS,,,,,,,,,,,,,,CN,601857.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
600016,.SS,,,,,,,,,,,,,,CN,600016.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601628,.SS,,,,,,,,,,,,,,CN,601628.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
601601,.SS,,,,,,,,,,,,,,CN,601601.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
600050,.SS,,,,,,,,,,,,,,CN,600050.SS,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
000858,.SZ,,,,,,,,,,,,,,CN,000858.SZ,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
000333,.SZ,,,,,,,,,,,,,,CN,000333.SZ,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
002594,.SZ,,,,,,,,,,,,,,CN,002594.SZ,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
000651,.SZ,,,,,,,,,,,,,,CN,000651.SZ,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
300750,.SZ,,,,,,,,,,,,,,CN,300750.SZ,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
002415,.SZ,,,,,,,,,,,,,,CN,002415.SZ,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
000002,.SZ,,,,,,,,,,,,,,CN,000002.SZ,SSE/SZSE,CNY,70,A,5,SELL,local,2026-07-03
SAP,.DE,,,,,,,,,,,,,,DE,SAP.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
SIE,.DE,,,,,,,,,,,,,,DE,SIE.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
ALV,.DE,,,,,,,,,,,,,,DE,ALV.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
DTE,.DE,,,,,,,,,,,,,,DE,DTE.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
BAYN,.DE,,,,,,,,,,,,,,DE,BAYN.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
BMW,.DE,,,,,,,,,,,,,,DE,BMW.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
BAS,.DE,,,,,,,,,,,,,,DE,BAS.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
ADS,.DE,,,,,,,,,,,,,,DE,ADS.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
VOW3,.DE,,,,,,,,,,,,,,DE,VOW3.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
MRK,.DE,,,,,,,,,,,,,,DE,MRK.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
MBG,.DE,,,,,,,,,,,,,,DE,MBG.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
DBK,.DE,,,,,,,,,,,,,,DE,DBK.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
HNR1,.DE,,,,,,,,,,,,,,DE,HNR1.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
EOAN,.DE,,,,,,,,,,,,,,DE,EOAN.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
CON,.DE,,,,,,,,,,,,,,DE,CON.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
RWE,.DE,,,,,,,,,,,,,,DE,RWE.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
HEI,.DE,,,,,,,,,,,,,,DE,HEI.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
FRE,.DE,,,,,,,,,,,,,,DE,FRE.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
MTX,.DE,,,,,,,,,,,,,,DE,MTX.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
ZAL,.DE,,,,,,,,,,,,,,DE,ZAL.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
DHER,.DE,,,,,,,,,,,,,,DE,DHER.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
QIA,.DE,,,,,,,,,,,,,,DE,QIA.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
PAH3,.DE,,,,,,,,,,,,,,DE,PAH3.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
VNA,.DE,,,,,,,,,,,,,,DE,VNA.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
HFG,.DE,,,,,,,,,,,,,,DE,HFG.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
DPW,.DE,,,,,,,,,,,,,,DE,DPW.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
AIXA,.DE,,,,,,,,,,,,,,DE,AIXA.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
NFBK,.DE,,,,,,,,,,,,,,DE,NFBK.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
TUI1,.DE,,,,,,,,,,,,,,DE,TUI1.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
LHA,.DE,,,,,,,,,,,,,,DE,LHA.DE,XETRA,EUR,70,A,5,SELL,local,2026-07-03
IBE,.MC,,,,,,,,,,,,,,ES,IBE.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
SAN,.MC,,,,,,,,,,,,,,ES,SAN.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ITX,.MC,,,,,,,,,,,,,,ES,ITX.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
TEF,.MC,,,,,,,,,,,,,,ES,TEF.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
BBVA,.MC,,,,,,,,,,,,,,ES,BBVA.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
BKT,.MC,,,,,,,,,,,,,,ES,BKT.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
REP,.MC,,,,,,,,,,,,,,ES,REP.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
AENA,.MC,,,,,,,,,,,,,,ES,AENA.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ACS,.MC,,,,,,,,,,,,,,ES,ACS.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
GRF,.MC,,,,,,,,,,,,,,ES,GRF.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
FER,.MC,,,,,,,,,,,,,,ES,FER.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ELE,.MC,,,,,,,,,,,,,,ES,ELE.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
MEL,.MC,,,,,,,,,,,,,,ES,MEL.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
MAP,.MC,,,,,,,,,,,,,,ES,MAP.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
IDR,.MC,,,,,,,,,,,,,,ES,IDR.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
CIE,.MC,,,,,,,,,,,,,,ES,CIE.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
VIS,.MC,,,,,,,,,,,,,,ES,VIS.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
ACX,.MC,,,,,,,,,,,,,,ES,ACX.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
NTGY,.MC,,,,,,,,,,,,,,ES,NTGY.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
MRL,.MC,,,,,,,,,,,,,,ES,MRL.MC,BME,EUR,70,A,5,SELL,local,2026-07-03
MC,.PA,,,,,,,,,,,,,,FR,MC.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
TTE,.PA,,,,,,,,,,,,,,FR,TTE.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
SAN,.PA,,,,,,,,,,,,,,FR,SAN.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
AI,.PA,,,,,,,,,,,,,,FR,AI.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
BNP,.PA,,,,,,,,,,,,,,FR,BNP.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
OR,.PA,,,,,,,,,,,,,,FR,OR.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
CS,.PA,,,,,,,,,,,,,,FR,CS.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
EL,.PA,,,,,,,,,,,,,,FR,EL.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
DG,.PA,,,,,,,,,,,,,,FR,DG.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
CAP,.PA,,,,,,,,,,,,,,FR,CAP.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
RI,.PA,,,,,,,,,,,,,,FR,RI.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
SGO,.PA,,,,,,,,,,,,,,FR,SGO.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
ATO,.PA,,,,,,,,,,,,,,FR,ATO.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
VIE,.PA,,,,,,,,,,,,,,FR,VIE.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
BN,.PA,,,,,,,,,,,,,,FR,BN.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
KER,.PA,,,,,,,,,,,,,,FR,KER.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
ACA,.PA,,,,,,,,,,,,,,FR,ACA.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
GLE,.PA,,,,,,,,,,,,,,FR,GLE.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
SU,.PA,,,,,,,,,,,,,,FR,SU.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
DSY,.PA,,,,,,,,,,,,,,FR,DSY.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
RNO,.PA,,,,,,,,,,,,,,FR,RNO.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
STM,.PA,,,,,,,,,,,,,,FR,STM.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
HO,.PA,,,,,,,,,,,,,,FR,HO.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
LR,.PA,,,,,,,,,,,,,,FR,LR.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
ML,.PA,,,,,,,,,,,,,,FR,ML.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
PUB,.PA,,,,,,,,,,,,,,FR,PUB.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
FP,.PA,,,,,,,,,,,,,,FR,FP.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
EN,.PA,,,,,,,,,,,,,,FR,EN.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
TEP,.PA,,,,,,,,,,,,,,FR,TEP.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
AF,.PA,,,,,,,,,,,,,,FR,AF.PA,Euronext Paris,EUR,70,A,5,SELL,local,2026-07-03
0700,.HK,,,,,,,,,,,,,,HK,0700.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
9988,.HK,,,,,,,,,,,,,,HK,9988.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
0005,.HK,,,,,,,,,,,,,,HK,0005.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
0941,.HK,,,,,,,,,,,,,,HK,0941.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
2318,.HK,,,,,,,,,,,,,,HK,2318.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
1299,.HK,,,,,,,,,,,,,,HK,1299.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
0939,.HK,,,,,,,,,,,,,,HK,0939.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
3690,.HK,,,,,,,,,,,,,,HK,3690.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
0388,.HK,,,,,,,,,,,,,,HK,0388.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
0883,.HK,,,,,,,,,,,,,,HK,0883.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
2020,.HK,,,,,,,,,,,,,,HK,2020.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
1211,.HK,,,,,,,,,,,,,,HK,1211.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
9618,.HK,,,,,,,,,,,,,,HK,9618.HK,HKEX,HKD,70,A,5,SELL,local,2026-07-03
